dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.551477,5.095839,4.951990,0.460539,-0.568643,-1.101467,4.832722
0.020000,6.552514,5.086924,4.960965,0.448784,-0.587724,-0.954044,4.823725
0.020000,6.553447,5.078241,4.969698,0.436640,-0.607223,-0.974974,4.815205
0.020000,6.554283,5.069799,4.978181,0.424147,-0.624642,-0.870916,4.807140
0.020000,6.555030,5.061606,4.986408,0.411335,-0.640596,-0.797715,4.799509
0.020000,6.555695,5.053670,4.994372,0.398199,-0.656829,-0.811635,4.792295
0.020000,6.556283,5.045997,5.002067,0.384780,-0.670954,-0.706274,4.785480
0.020000,6.556801,5.038593,5.009489,0.371084,-0.684752,-0.689873,4.779047
0.020000,6.557255,5.031465,5.016632,0.357147,-0.696875,-0.606173,4.772982
0.020000,6.557651,5.024617,5.023492,0.342975,-0.708576,-0.585047,4.767270
0.020000,6.557993,5.018054,5.030063,0.328587,-0.719430,-0.542716,4.761897
0.020000,6.558288,5.011781,5.036343,0.313991,-0.729790,-0.517963,4.756853
0.020000,6.558540,5.005802,5.042327,0.299218,-0.738656,-0.443303,4.752124
0.020000,6.558753,5.000121,5.048013,0.284254,-0.748213,-0.477883,4.747702
0.020000,6.558932,4.994741,5.053396,0.269150,-0.755182,-0.348443,4.743576
0.020000,6.559081,4.989666,5.058473,0.253883,-0.763372,-0.409508,4.739736
0.020000,6.559203,4.984898,5.063243,0.238477,-0.770274,-0.345065,4.736176
0.020000,6.559301,4.980440,5.067702,0.222959,-0.775915,-0.282073,4.732887
0.020000,6.559380,4.976294,5.071848,0.207322,-0.781855,-0.297021,4.729862
0.020000,6.559442,4.972463,5.075680,0.191587,-0.786723,-0.243374,4.727095
0.020000,6.559489,4.968948,5.079195,0.175742,-0.792239,-0.275785,4.724580
0.020000,6.559524,4.965752,5.082391,0.159810,-0.796600,-0.218064,4.722313
0.020000,6.559550,4.962876,5.085267,0.143812,-0.799911,-0.165567,4.720288
0.020000,6.559568,4.960321,5.087823,0.127765,-0.802348,-0.121838,4.718502
0.020000,6.559580,4.958088,5.090055,0.111619,-0.807338,-0.249482,4.716950
0.020000,6.559587,4.956179,5.091964,0.095447,-0.808557,-0.060979,4.715630
0.020000,6.559592,4.954595,5.093549,0.079232,-0.810777,-0.110982,4.714539
0.020000,6.559594,4.953335,5.094808,0.062979,-0.812620,-0.092167,4.713675
0.020000,6.559595,4.952402,5.095742,0.046677,-0.815126,-0.125282,4.713036
0.020000,6.559595,4.951794,5.096350,0.030388,-0.814424,0.035082,4.712621
0.020000,6.559595,4.951512,5.096631,0.014071,-0.815853,-0.071455,4.712429
0.020000,6.559595,4.951453,5.096690,0.002953,-0.555924,12.996464,4.712389
0.020000,6.559595,4.951453,5.096690,0.000000,-0.147646,20.413916,4.712389
